DivRem, 0.000388
MemoryFinalize, 0.01542
Mul, 0.029375
Program, 0.03564
MemoryInit, 0.003722
MemoryProgram, 0.026973
Program, 0.121041
Program, 0.13589
Program, 0.242579
Program, 0.134082
Byte, 1.576229
Byte, 1.917745
Byte, 1.901741
Program, 0.113648
Lt, 0.373433
CPU, 2.958993
Bitwise, 0.915038
ShiftLeft, 1.6799469999999999
Byte, 1.663151
Byte, 1.5180850000000001
AddSub, 2.598765
Bitwise, 2.610666
Byte, 1.774728
AddSub, 3.033848
AddSub, 3.407575
ShaExtend, 5.079855
ShiftRight, 5.586201
CPU, 10.166252
CPU, 10.323864
CPU, 9.089431
ShaCompress, 16.326789
CPU, 119.331438
CPU, 119.616512
